SMILES,zbg_tag,cluster_id,cluster_size,pIC50_pred,IC50_nM_est,IC50_tier,docking_pred,sa_score,l_shape_2d_proxy,MW,cLogP,HBD,HBA,TPSA,RotB,pains_brenk_flagged,soft_metabolic_liability,zbg_precedent_count,zbg_low_precedent,exceeds_real_precedent,ic50_model_low_confidence,dock_model_low_confidence,pIC50_hdac1_pred,pIC50_hdac6_pred,selectivity_vs_hdac1,selectivity_vs_hdac6,docking_hdac1_pred,docking_hdac6_pred,docking_selectivity,periphery_touched
N#CCOCC(=O)c1c(Br)cc(/C=C/C(=O)Nc2ccccc2N)cc1C#N,Ortho-aminoanilide,23,2,6.575696485836492,265.646142712706,Tier 2 (150-300 nM),-7.249066377795915,2.853782100875682,3.923222521252598,439.2690000000002,3.2777600000000007,2,6,129.0,7,True,False,281,False,False,False,True,6.018348263063089,5.6723664915689955,0.5573482227734026,0.9033299942674962,-5.8834092120131025,-6.211632148842169,1.037434228953746,False
CC(=O)COC(C)CC(=O)c1c(C)cc(/C=C/C(=O)Nc2ccccc2N)cc1Br,Ortho-aminoanilide,37,1,6.539276772713582,288.8838259996353,Tier 2 (150-300 nM),-7.00420256918774,3.2127260717626154,4.39875204440847,473.3670000000001,4.558520000000003,2,5,98.49,9,True,False,281,False,False,False,True,5.563136911375155,5.490591296563309,0.9761398613384271,1.0486854761502729,-5.054400428453104,-6.4140357506566135,0.5901668185311264,False
CNC(C(=O)NCC1CCN(C(C)NC)C(F)C1)c1ccc(/C=C/C(=O)Nc2ccccc2N)cc1,Ortho-aminoanilide,11,2,6.523468464698846,299.59291270758996,Tier 2 (150-300 nM),-7.444008244935933,4.097622355375625,5.994247467482671,496.63100000000026,2.870400000000001,5,6,111.52,10,True,False,281,False,False,False,True,5.830278323510566,5.878692715155182,0.6931901411882802,0.6447757495436637,-5.21287769470796,-6.3224179719903395,1.1215902729455935,False
N#CCCc1ccc2c(C(CCCl)NC(=O)c3ccccc3O)c(CCCO)[nH]c2c1,Salicylamide,34,1,6.452620490953021,352.6789255659802,Tier 3 (300-500 nM),-7.457151856072045,3.3522114948014767,1.0901136249349666,439.94300000000015,4.354580000000004,4,4,109.14000000000001,10,True,False,41,False,True,True,True,6.630731803635849,5.838409028902589,-0.17811131268282843,0.6142114620504318,-5.817151635531252,-6.926445133236663,0.5307067228353821,False
N#CCCc1ccc2c(CNC(=O)c3ccccc3O)c(N3CCOCC3)[nH]c2c1,Salicylamide,27,1,6.330448724655345,467.25211443073107,Tier 3 (300-500 nM),-7.1671598791127105,2.65966554467453,2.4108118035484787,404.4700000000002,3.096280000000001,3,5,101.38,6,False,False,41,False,True,True,False,6.543827185457757,5.967861878571349,-0.21337846080241185,0.36258684608399605,-6.785878731095023,-6.645912015845324,0.3812811480176874,False
Cc1cc(CCO)ccc1-c1c[nH]c([C@H](CCCC(O)CO)NC(=O)C(F)(F)F)n1,Trifluoromethyl-ketone,35,1,6.465873987776099,342.07868356872115,Tier 3 (300-500 nM),-7.204537539947097,3.785360497997311,2.4678387075037316,429.439,2.163019999999999,5,5,118.47000000000001,10,False,False,35,False,False,False,True,6.380307818911581,5.844594087998823,0.08556616886451796,0.6212798997772762,-6.264509608407759,-6.612376343800344,0.592161196146753,False
CCC(CF)c1cc(Cl)cc(C(C)(C)C)c1C[C@@H](N)C(=O)N1Cc2ccc(C(=O)NC)cc2C1,alpha-amino-amide,1,18,7.1767267322714225,66.56918925647945,Tier 1 (<150 nM),-7.951111842066492,3.703054669192049,2.440030609780031,488.04700000000025,4.872400000000004,2,3,75.43,7,False,False,58,False,True,False,True,5.4293118862622585,5.244346166795192,1.747414846009164,1.9323805654762305,-6.091613945723029,-6.895410270263235,1.0557015718032572,False
CNC(=O)Nc1ccc2c(c1)CN(C(=O)[C@H](N)Cc1ccc(C)c(-c3ccccc3)c1C(=O)NC)C2,alpha-amino-amide,0,19,7.153104382332416,70.2903357318206,Tier 1 (<150 nM),-8.108959502588556,3.094766806429881,3.5573718816683937,485.58800000000025,3.1851200000000013,4,4,116.56,6,False,False,58,False,True,False,True,5.786217191792805,5.726148215221472,1.366887190539611,1.4269561671109443,-5.801040934588972,-6.849258201277432,1.2597013013111242,False
CCC(CC)c1cc(C)c(C[C@@H](N)C(=O)N2Cc3ccc(C(C)NC)cc3C2)c(C(=O)NC)c1,alpha-amino-amide,21,2,7.038447293160977,91.52773324121,Tier 1 (<150 nM),-7.0267734579916885,3.6081018371713336,2.266686725804052,464.65400000000017,3.950820000000002,3,4,87.46000000000001,9,False,False,58,False,True,False,True,5.322669916500595,5.323025392102055,1.715777376660382,1.7154219010589218,-6.099293623286241,-6.315041690565826,0.7117317674258627,False
CCCC(O)(CF)c1cc(Cl)ccc1C[C@@H](N)C(=O)N1Cc2cc(Cl)c(C(=O)NC)cc2C1,alpha-amino-amide,14,5,7.029399963444593,93.4544608977765,Tier 1 (<150 nM),-7.669180453755527,3.710384321163807,2.5841117715846957,496.4100000000003,3.7224000000000013,3,4,95.66,8,False,False,58,False,True,False,True,5.968715982258849,6.777389597784611,1.0606839811857443,0.2520103656599826,-6.082782502415345,-6.983748300732881,0.6854321530226466,False
