SMILES,zbg_tag,cluster_id,cluster_size,pIC50_pred,IC50_nM_est,IC50_tier,docking_pred,sa_score,l_shape_2d_proxy,MW,cLogP,HBD,HBA,TPSA,RotB,pains_brenk_flagged,soft_metabolic_liability,zbg_precedent_count,zbg_low_precedent,exceeds_real_precedent,ic50_model_low_confidence,dock_model_low_confidence,pIC50_hdac1_pred,pIC50_hdac6_pred,selectivity_vs_hdac1,selectivity_vs_hdac6,docking_hdac1_pred,docking_hdac6_pred,docking_selectivity,periphery_touched
O=C(O)c1ccc(Cc2ccccc2)c(C=C2O[C@@H]3CC(=O)N3[C@H]2C(=O)O)c1,Carboxylate,26,1,6.459164273853492,347.40472917610685,Tier 3 (300-500 nM),-8.252405251573423,3.484759661713647,1.5744620819340147,379.36800000000017,2.3583,2,4,104.14,5,False,False,148,False,False,False,True,6.369491989828312,5.700069171102545,0.08967228402518046,0.7590951027509476,-6.632055032219121,-6.972846312180793,1.27955893939263,True
CC(C)CC1CC(CN)N=C2c3c(Cl)cc(N4CCOCC4)cc3SC(=S)N21,Cyclic-thione,24,1,6.351747789659916,444.88955574167176,Tier 3 (300-500 nM),-7.492163315246496,4.172321102804202,2.2377333361552236,439.05000000000024,3.7615000000000025,1,6,54.089999999999996,4,True,False,50,False,False,True,True,5.029124121948637,6.691292363178193,1.3226236677112784,-0.3395445735182774,-6.527068334411119,-6.21363116371352,0.965094980835377,True
CC(C)COCC1C(Oc2ccc(C=CC(=O)Nc3ccccc3N)cc2)CCN(C#N)C1(C)F,Ortho-aminoanilide,0,52,7.543094966199515,28.635517350101875,Tier 1 (<150 nM),-7.17154335656852,4.094246107296805,2.3311134176990933,480.58400000000023,4.829380000000003,2,6,100.60999999999999,9,True,False,385,False,True,False,True,6.421109822040246,5.547138347347382,1.121985144159269,1.9959566188521327,-5.264135740625394,-6.1205367898348095,1.0510065667337107,False
N#CCN1CCC(Oc2ccc(C=CC(=O)Nc3ccccc3N)cc2)CC1OOCN,Ortho-aminoanilide,7,7,7.418236242641496,38.17365615780377,Tier 1 (<150 nM),-7.024265812065044,3.7908941820412227,2.491709884437989,437.5000000000002,2.4779799999999996,3,8,135.86,9,True,False,385,False,True,False,True,6.821865024706733,7.444867304292069,0.5963712179347622,-0.026631061650573606,-6.6659070312633135,-6.90877447686123,0.1154913352038145,True
CNOC1N(F)CCC(Oc2ccc(C=CC(=O)Nc3ccccc3N)cc2)C1(O)COC,Ortho-aminoanilide,17,1,6.944709294959456,113.57708157057881,Tier 1 (<150 nM),-7.175082401834052,4.217281926690932,2.5373972258141992,460.5060000000002,2.112899999999999,4,8,118.31000000000002,9,True,False,385,False,True,False,True,6.397649117870721,6.049391171483038,0.5470601770887358,0.895318123476418,-6.463142570929993,-6.6734985216883205,0.5015838801457315,False
CC(=O)c1ccc2c(ON3C4CCC3CC(NC(=O)NC(=O)c3ccccc3O)C4)c[nH]c2c1,Salicylamide,12,5,6.5971193902878085,252.86027720652015,Tier 2 (150-300 nM),-7.2373558552222,4.299520364017832,1.6303181166501937,462.50600000000014,3.504900000000001,4,6,123.76000000000002,5,False,True,32,False,True,False,True,6.830598840167583,6.656118313104302,-0.23347944987977431,-0.05899892281649333,-6.367977811975026,-6.158631002226306,0.869378043247174,False
COc1conc1C(=O)CCC[C@H](NC(=O)C(F)(F)F)c1nc(-c2ccc(C(C)=O)cc2C)c[nH]1,Trifluoromethyl-ketone,28,1,6.484512982976826,327.70798002238297,Tier 3 (300-500 nM),-7.042678494296817,3.7693435760163787,1.770893228569649,492.4540000000002,4.357120000000003,2,7,127.18,10,False,False,23,False,False,False,True,6.5775860311593854,5.368552546993137,-0.09307304818255968,1.1159604359836885,-6.135590504382362,-6.665678049430922,0.377000444865895,False
CNC(O)(F)C(C)Cc1cc2c(cc1CC#N)CN(C(=O)[C@H](N)Cc1cc(C)c(C#N)cc1Cl)C2,alpha-amino-amide,1,31,7.0504315790478405,89.03656996827307,Tier 1 (<150 nM),-7.412880989381526,4.361001824061244,2.020992201724408,498.0020000000003,3.011980000000001,3,6,126.16999999999999,8,True,False,59,False,True,False,True,5.137694192205717,5.243129330992416,1.9127373868421236,1.8073022480554242,-6.902159922066584,-6.713205412446768,0.5107210673149423,True
CNC(C)(Cc1ccccc1)Nc1ccc2c(c1)CN(C(=O)[C@H](N)Cc1ccc(Cl)cc1Cl)C2,alpha-amino-amide,6,12,7.002008571940938,99.53857706081375,Tier 1 (<150 nM),-7.015872484512956,3.498945618188703,2.8265422992629046,497.47000000000025,4.995800000000004,3,4,70.39,8,True,False,59,False,True,False,True,5.606162114883082,5.694648904231488,1.3958464570578561,1.3073596677094503,-5.282900649513126,-6.385659881278792,0.6302126032341642,False
CNC(C)(C)Nc1ccc2c(c1C)CN(C(=O)[C@H](N)Cc1ccc(Cl)cc1Cl)C2,alpha-amino-amide,4,6,6.920426445618318,120.10844777294969,Tier 1 (<150 nM),-7.1039071591702445,3.401605577640195,3.3325064656634016,435.3990000000002,4.081420000000002,3,4,70.39,6,True,False,59,False,False,False,True,6.098968989011551,5.572269787243798,0.8214574566067672,1.3481566583745206,-6.383179026781695,-6.97965928753242,0.12424787163782458,False
CCCCC(NC)c1cc(Cl)ccc1C[C@@H](N)C(=O)N1Cc2ccc(NC(=O)NC)cc2C1,alpha-amino-amide,14,4,6.672721937909786,212.46043292362432,Tier 2 (150-300 nM),-7.711979264345609,3.4053081004280212,3.0175370739633123,472.03300000000024,3.954200000000002,4,4,99.49000000000001,9,False,False,59,False,False,False,True,5.78700151149977,5.732517926225321,0.8857204264100167,0.9402040116844654,-4.859463149901615,-6.761750864529115,0.9502283998164938,False
