SMILES,zbg_tag,cluster_id,cluster_size,pIC50_pred,IC50_nM_est,IC50_tier,docking_pred,sa_score,l_shape_2d_proxy,MW,cLogP,HBD,HBA,TPSA,RotB,pains_brenk_flagged,soft_metabolic_liability,zbg_precedent_count,zbg_low_precedent,exceeds_real_precedent,ic50_model_low_confidence,dock_model_low_confidence,pIC50_hdac1_pred,pIC50_hdac6_pred,selectivity_vs_hdac1,selectivity_vs_hdac6,docking_hdac1_pred,docking_hdac6_pred,docking_selectivity
CC1CC(N)N2C(=S)Sc3cc(CCCNC4CC4)cc(Cl)c3C2=N1,Cyclic-thione,12,4,7.387999734512136,40.92609099145654,Tier 1 (<150 nM),-7.26639125017586,4.112822643810461,2.97425134557129,394.9970000000001,3.5408000000000026,2,5,53.65,5,True,False,50,False,True,True,True,5.677417466058168,6.616215193728101,1.710582268453968,0.7717845407840356,-6.665410696304936,-6.432649512092798,0.6009805538709241
CCOC(=O)C1CC(N)N2C(=S)Sc3ccc(N4CCOCC4)c(N4CCNCC4)c3C2=N1,Cyclic-thione,9,6,7.38149065321768,41.544099216765616,Tier 1 (<150 nM),-7.188110728601648,4.205017033714414,1.3360841762009192,490.6550000000005,0.9922000000000022,2,10,95.66,4,True,True,50,False,True,False,True,6.290657871891319,5.706666379779715,1.0908327813263616,1.6748242734379657,-6.948659953426587,-6.391732639903159,0.23945077517506164
CCC1CC1C(=CC(=O)Nc1ccccc1N)c1c(C)cc(CC#N)cc1N1CCNCC1,Ortho-aminoanilide,14,2,7.557249872257477,27.717249279461512,Tier 1 (<150 nM),-7.031363459362147,3.822916137857751,1.6648063595562967,443.5950000000003,4.121100000000003,3,5,94.17999999999999,7,True,False,385,False,True,False,True,5.803329610081273,5.50008584188943,1.7539202621762033,2.057164030368047,-4.813236488753357,-6.277544408842985,0.7538190505191622
CCC1CC1/C(=C\C(=O)Nc1ccccc1N)c1ccc(C(=O)NC(=O)C#N)cc1-c1cscn1,Ortho-aminoanilide,5,18,7.445843097801474,35.8225833793842,Tier 1 (<150 nM),-7.067051711555774,3.994610625268302,2.162579898862651,485.5690000000002,4.2404800000000025,3,7,137.96999999999997,7,True,True,385,False,True,False,True,6.497301528654789,5.624823091258833,0.948541569146685,1.821020006542641,-6.411813225479146,-6.276684249200536,0.6552384860766276
N#CC(=O)NC(=O)c1ccc(/C(=C/C(=O)Nc2ccccc2N)C2CC2)c(-c2cscn2)c1,Ortho-aminoanilide,10,8,7.400970680921999,39.721836464577635,Tier 1 (<150 nM),-7.022696987935197,3.1587437749266556,2.6966528400222916,457.5150000000002,3.6043800000000017,3,7,137.97,6,True,True,385,False,True,False,True,6.297063794021569,5.89092038139401,1.1039068869004298,1.5100502995279887,-6.476360954332997,-6.499000170208251,0.5236968177269459
N#CCC(F)c1cc(NF)c(/C(=C/C(=O)Nc2ccccc2N)N2CCNCC2)cc1C#N,Ortho-aminoanilide,41,1,7.0921386933521635,80.88375530313463,Tier 1 (<150 nM),-7.237244777396454,3.958101436416734,2.0896110959234715,451.4810000000003,3.245960000000001,4,7,130.0,7,True,False,385,False,True,False,True,6.570678536234106,6.779326995649682,0.5214601571180575,0.3128116977024815,-6.9139217777809385,-6.997648319230141,0.23959645816631348
CNC(=O)C(CC(Br)C(CCCC(=O)C(F)(F)F)N1CCNCC1)C(C)(C)C,Trifluoromethyl-ketone,26,2,6.386007358508137,411.14275481076635,Tier 3 (300-500 nM),-7.718546293496118,4.1857887384764325,1.1788299507592916,472.3900000000002,3.123800000000002,2,4,61.440000000000005,9,True,False,23,False,False,True,True,5.8553810514978535,6.117642987928336,0.5306263070102837,0.26836437057980156,-5.700350182987991,-6.069584433017302,1.648961860478816
CNC(=O)c1cc2c(cc1C(F)Cl)CN(C(=O)[C@H](N)Cc1ccc(Cl)cc1Cl)C2,alpha-amino-amide,0,56,7.4422867880984205,36.11712829732701,Tier 1 (<150 nM),-8.107968336933501,3.5145535526910026,3.0118693639819236,458.74800000000016,3.972100000000003,2,3,75.43,5,True,False,59,False,True,False,True,5.961236082444244,6.0779096346804815,1.4810507056541766,1.364377153417939,-6.185487595098846,-6.697401804165039,1.4105665327684624
CNC(=O)c1cc2c(cc1Cl)C(O)N(C(=O)[C@H](N)Cc1ccc(Cl)cc1C(F)Cl)C2,alpha-amino-amide,33,1,7.060294403087213,87.03733741234674,Tier 1 (<150 nM),-8.001580125170145,3.9479468412435743,2.5059016532096856,474.7470000000002,3.463000000000001,3,4,95.66,5,True,False,59,False,True,False,True,5.952610191424499,6.4508205746271585,1.107684211662714,0.6094738284600547,-6.486427235462092,-6.905453817823337,1.0961263073468084
CNC(=O)c1cc2c(cc1C(F)Cl)CN(C(=O)[C@H](N)Cc1c(C)cc(Cl)cc1Cl)C2,alpha-amino-amide,4,1,7.0537151380853755,88.36593191305778,Tier 1 (<150 nM),-7.72596073445752,3.677493205939774,2.9857630109559214,472.7750000000002,4.280520000000004,2,3,75.43,5,True,False,59,False,True,False,True,5.826239369984891,6.248377420076479,1.2274757681004846,0.8053377180088965,-6.028581852462438,-6.5636078253778685,1.1623529090796518
CNC(=O)c1ccc2c(c1)CN(C(=O)[C@H](N)Cc1cc(C)c(C(C)Cl)cc1C(F)Cl)C2,alpha-amino-amide,24,2,7.052770980954034,88.55824861050286,Tier 1 (<150 nM),-8.277411086460402,3.880719735551005,2.5170191868838625,466.3840000000001,4.273520000000003,2,3,75.43,6,True,False,59,False,True,False,True,5.802992093433069,6.146014115693697,1.2497788875209652,0.9067568652603368,-6.577100486270857,-6.839340429068937,1.4380706573914654
