SMILES,zbg_tag,cluster_id,cluster_size,pIC50_pred,IC50_nM_est,IC50_tier,docking_pred,sa_score,l_shape_2d_proxy,MW,cLogP,HBD,HBA,TPSA,RotB,pains_brenk_flagged,soft_metabolic_liability,zbg_precedent_count,zbg_low_precedent,exceeds_real_precedent,ic50_model_low_confidence,dock_model_low_confidence,pIC50_hdac1_pred,pIC50_hdac6_pred,selectivity_vs_hdac1,selectivity_vs_hdac6,docking_hdac1_pred,docking_hdac6_pred,docking_selectivity,passes_ic50_selectivity
CNC(=O)c1cc(Cc2cc(Cl)c(C(=O)O)c(Br)c2)c(Cl)cc1C(=O)O,Carboxylate,27,2,6.947711159797118,112.79473810484305,Tier 1 (<150 nM),-7.963632769132523,2.52598467341015,2.545625905165547,461.0950000000001,4.102700000000002,3,3,103.7,5,False,False,148,False,False,False,True,5.810955584720674,6.607261998585581,1.1367555750764433,0.340449161211537,-4.935584566760892,-6.471986896768303,1.4916458723642192,False
COc1c(N2CCOCC2)cc(OCCC#N)c2c1SC(=S)N1C2=NC(CO)CC1CO,Cyclic-thione,2,32,7.797234534523401,15.95017548196586,Tier 1 (<150 nM),-7.293674832551955,4.2605215185842775,1.2804469568002543,478.5960000000002,1.3889799999999997,2,10,110.78,7,True,False,77,False,True,False,True,7.673213375887799,6.562943233123547,0.12402115863560237,1.2342913013998542,-6.5926474251292255,-6.401452211106107,0.7010274074227292,False
CCOc1cc(CCCC#N)c(N2CCOCC2)c2c1C1=NC(NO)CC(N)N1C(=S)S2,Cyclic-thione,5,19,7.672946464587575,21.235062101433396,Tier 1 (<150 nM),-7.751263196334345,4.490020757806593,1.752677875677361,476.6280000000001,2.20078,3,10,119.36999999999999,7,True,False,77,False,True,False,True,6.934090585822841,6.85304161077292,0.7388558787647339,0.8199048538146547,-6.262656024163089,-6.412335033006208,1.338928163328137,False
N#CCCC1CC(N)N=C2c3c(OC4CC4)cc(N4CCOCC4)c(N)c3SC(=S)N21,Cyclic-thione,10,5,7.502584606027911,31.43513964542253,Tier 1 (<150 nM),-8.580202991541212,4.438220895452,1.833350769667914,458.6130000000003,2.44668,2,9,113.13,5,True,False,77,False,True,False,True,6.688002570860613,6.997939714420851,0.8145820351672981,0.50464489160706,-6.726955187402369,-6.521331939680203,1.8532478041388423,False
CC1CC(N)N2C(=S)Sc3c(c(C(=O)CC#N)cc(-c4ccncc4)c3N3CCOCC3)C2=N1,Cyclic-thione,16,1,7.252065435734098,55.96732684173737,Tier 1 (<150 nM),-8.00682347567942,4.324546763113367,1.3818156979471934,492.6300000000003,3.1977800000000016,1,9,107.84,4,True,False,77,False,True,False,True,6.6797535378379225,6.393514112623486,0.5723118978961752,0.8585513231106114,-6.457362736635176,-6.255761711243747,1.5494607390442443,False
N#CC1CC(CNC(=O)c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)CCN1Cc1ccccc1,Ortho-aminoanilide,3,28,7.4163390969871275,38.340776393529275,Tier 1 (<150 nM),-7.379145628753886,3.2581915791201066,3.365124890619747,493.6110000000003,4.454880000000004,3,5,111.25,8,True,False,385,False,True,False,True,6.570194440002037,6.599364596008228,0.8461446569850901,0.8169745009788993,-5.040095827319415,-5.888388108362168,1.4907575203917176,False
CNC(CC#N)c1ccc(/C=C/C(=O)Nc2ccccc2N)c(Br)c1N1CCNCC1,Ortho-aminoanilide,17,4,6.715780941175813,192.40619841011483,Tier 2 (150-300 nM),-7.42300016293864,3.442625305990288,2.7470552550991503,483.41400000000027,3.266980000000001,4,6,106.21,7,True,False,385,False,False,False,True,6.447941034725587,5.220478390628281,0.2678399064502264,1.4953025505475326,-6.245885633134622,-6.874800559747932,0.5481996031907084,False
CC(C)(C)c1[nH]c2cc(C#N)ccc2c1CN1C2CCC1CC(NC(=O)NC(=O)c1ccccc1O)C2,Salicylamide,34,1,6.669797266590264,213.89603465478814,Tier 2 (150-300 nM),-7.413172219320315,4.327448407393674,1.719062026061633,499.61500000000024,4.677680000000004,4,5,121.25000000000001,4,False,True,32,False,True,False,True,6.301228918825029,6.426628832688285,0.36856834776523506,0.24316843390197818,-6.530304209947743,-6.582105316764678,0.8310669025556372,False
N#CCCc1ccc2c(CN3C4CCC3CC(NC(=O)NC(=O)c3ccccc3O)C4)c[nH]c2c1,Salicylamide,24,2,6.636276434361527,231.05935976667055,Tier 2 (150-300 nM),-7.42252510246665,4.157733165729687,1.7614632127129177,471.56100000000015,3.964680000000002,4,5,121.25,6,False,True,32,False,True,False,True,7.143582214779087,6.57432440596927,-0.5073057804175605,0.06195202839225722,-6.253466119808893,-6.630518364727687,0.792006737738963,False
Cc1[nH]c2cc(C#N)ccc2c1N1CCN(CCc2cccn3cnnc23)C(C2(N)CC2F)C1,Triazolopyridine,19,4,7.302093519713955,49.877707068744336,Tier 1 (<150 nM),-7.124874883770409,4.361057178750235,2.0890970803260993,458.54500000000013,2.563300000000001,2,6,102.27,5,False,False,0,True,False,False,True,6.29631587069732,6.444121283903891,1.0057776490166344,0.8579722358100641,-6.395070701443455,-6.968118235105659,0.15675664866475003,False
CCC(C)(C(C)c1cccn2cnnc12)N1CCN(c2c[nH]c3cc(C#N)ccc23)CC1C(C)=O,Triazolopyridine,25,2,6.89010089522479,128.7950300525027,Tier 1 (<150 nM),-7.043600552720874,4.3818614633693045,1.9178323243113256,469.5930000000002,4.134280000000003,1,6,93.32,6,False,False,0,True,False,False,True,5.919487479630618,6.086471444886507,0.9706134155941717,0.803629450338283,-6.848384043821175,-6.557070870540384,0.19521650889969866,False
N#CCCc1cc(CCCOCCF)c2c(Cc3cccn4cnnc34)c[nH]c2c1,Triazolopyridine,18,4,6.672262370313874,212.68537616755881,Tier 2 (150-300 nM),-7.724210581212121,3.254929277493435,1.2964571323017133,405.477,4.176280000000003,1,4,79.0,10,True,False,0,True,False,False,True,6.156887015732887,6.221096495939073,0.5153753545809865,0.4511658743748006,-6.739027954184402,-6.560469874060937,0.9851826270277195,False
N#Cc1cc(C2CN(CC(OCCC(=O)C(F)(F)F)C(N)N3CCNCC3)CCO2)ccn1,Trifluoromethyl-ketone,14,5,6.633821838200554,232.36898544271313,Tier 2 (150-300 nM),-7.050805317110021,4.343326591703338,1.3560121406616712,470.49600000000027,0.4232800000000021,2,9,116.74000000000001,9,False,False,23,False,False,False,True,7.331808271967286,6.330930203913477,-0.6979864337667321,0.3028916342870769,-6.886014083154527,-6.277267792378681,0.16479123395549422,False
Cc1ccccc1-c1c[nH]c([C@H](CCCCCC(C)([NH3+])c2ccon2)NC(=O)C(F)(F)F)n1,Trifluoromethyl-ketone,29,1,6.431918162330468,369.8978761025189,Tier 3 (300-500 nM),-8.079661336393178,4.2693863612975855,2.1454404963201634,464.512,4.200520000000001,3,4,111.45,10,True,False,23,False,False,False,True,7.186549980997589,5.1354437107430515,-0.7546318186671215,1.2964744515874163,-6.327710721841043,-6.869512268214344,1.2101490681788336,False
