SMILES,zbg_tag,cluster_id,cluster_size,pIC50_pred,IC50_nM_est,IC50_tier,docking_pred,sa_score,l_shape_2d_proxy,MW,cLogP,HBD,HBA,TPSA,RotB,pains_brenk_flagged,soft_metabolic_liability,zbg_precedent_count,zbg_low_precedent,exceeds_real_precedent,ic50_model_low_confidence,dock_model_low_confidence,pIC50_hdac1_pred,pIC50_hdac6_pred,selectivity_vs_hdac1,selectivity_vs_hdac6,docking_hdac1_pred,docking_hdac6_pred,docking_selectivity
CNc1cc(-c2cscn2)c(C(=O)O)c(C(=O)C(CCO)C2CC2)c1OC(Cl)C#N,Carboxylate,31,1,6.614609754069877,242.87915649011444,Tier 2 (150-300 nM),-7.2369470643017335,4.40086762745322,1.4739146678260668,449.9160000000003,3.6085800000000017,3,8,132.54,10,True,False,148,False,False,True,True,6.350479087839232,6.192933025493529,0.2641306662306455,0.4216767285763483,-6.962715195133975,-6.897501628478264,0.27423186916775855
N#Cc1c(Cc2ccncc2)cc(-c2cscn2)c(C(=O)O)c1C(=O)C(F)CCO,Carboxylate,21,1,6.474289537984397,335.51385732339793,Tier 3 (300-500 nM),-7.452243187564562,3.713789191569637,1.301133175808959,425.44100000000026,3.268980000000002,2,7,124.17,8,False,False,148,False,False,True,True,6.6337322055787,6.216869627918286,-0.1594426675943028,0.257419910066111,-6.8102468470937865,-6.756223366095886,0.6419963404707758
CCCCc1ccc2c(c1CCCCCCC#N)C1=NC(N3CCNCC3)CC(O)N1C(=S)S2,Cyclic-thione,6,21,7.962933300970812,10.890973442673044,Tier 1 (<150 nM),-7.333351165763795,4.29436892077897,1.1796590995325686,499.75000000000017,4.438380000000004,2,7,74.89,10,True,False,50,False,True,False,True,6.705978079840571,6.61011145438208,1.2569552211302417,1.352821846588732,-6.578098929676635,-6.845107025040666,0.48824414072312905
CS(=O)(=O)C1CCN2C(=S)Sc3ccc(C(N)CCCC#N)c(N4CCOCC4)c3C2=N1,Cyclic-thione,9,15,7.76879494905173,17.02962367620342,Tier 1 (<150 nM),-7.201846296821539,4.401649633546237,1.3947371155261115,493.6800000000005,2.430480000000001,1,9,112.02,6,True,False,50,False,True,False,True,6.672654324208025,6.192476582937025,1.096140624843705,1.5763183661147053,-6.3837468752981,-6.334920104017448,0.8180994215234385
CS(=O)(=O)C1CC(Cl)N2C(=S)Sc3ccc(C(=O)CC#N)c(N4CCOCC4)c3C2=N1,Cyclic-thione,20,4,7.4509499336569,35.40381529627123,Tier 1 (<150 nM),-7.333651875345125,4.499639931067547,1.2868230768840967,499.03900000000044,2.398080000000001,0,9,103.07000000000001,4,True,False,50,False,True,True,True,6.637364421206291,5.618161171222464,0.8135855124506088,1.8327887624344354,-6.820134087093744,-6.768547441724625,0.5135177882513808
CS(=O)(=O)NC(CCCCCCC#N)C1N=C2c3ccc(C#N)cc3SC(=S)N2C1N,Cyclic-thione,24,6,7.0594945038623225,87.19779363811509,Tier 1 (<150 nM),-8.39992757555366,4.492081401791741,3.029406381479291,476.65300000000013,2.4464599999999996,2,8,135.37,9,True,False,50,False,False,False,True,6.089438265023934,5.7438427480178005,0.9700562388383887,1.315651755844522,-6.7504181008868525,-6.421560611675363,1.6495094746668073
CCN(C#N)C(F)C(F)C(NC)c1ccc(/C=C/C(=O)Nc2ccccc2N)cc1Br,Ortho-aminoanilide,7,16,7.002571457992235,99.40964937397898,Tier 1 (<150 nM),-7.555424792522456,4.15777192688908,3.9216266634669577,492.36800000000017,4.380380000000002,3,5,94.17999999999999,9,True,False,385,False,True,False,True,5.772488233771481,6.464906215818969,1.2300832242207536,0.537665242173266,-6.158631422363641,-6.611448396666852,0.9439763958556044
N#CCc1nc(Br)c(-c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2CCN)s1,Ortho-aminoanilide,41,1,6.807232542951215,155.8717664071011,Tier 2 (150-300 nM),-7.662263992579238,2.9911484218784636,3.223395129790019,482.40700000000027,4.373980000000002,3,6,117.82,7,True,False,385,False,True,False,True,6.267669194014853,7.4591410278318255,0.5395633489363618,-0.6519084848806109,-6.789844191565659,-6.618887173176629,0.8724198010135789
CNCc1c(Cl)cc(/C=C/C(=O)Nc2ccccc2N)c(C(O)Cl)c1Br,Ortho-aminoanilide,8,16,6.764499261594667,171.98902654638945,Tier 2 (150-300 nM),-7.308210271213285,3.3969665798846442,3.2193891636286645,459.1710000000001,4.285700000000003,4,4,87.38000000000001,6,True,False,385,False,True,False,True,6.572969379190301,6.50251537383852,0.19152988240436564,0.26198388775614667,-5.384638519839404,-6.675702117118674,0.6325081540946105
CCc1cc(/C=C/C(=O)Nc2ccccc2N)cc(Br)c1C(N)(Cl)CC#N,Ortho-aminoanilide,18,2,6.687496442748137,205.35418466930622,Tier 2 (150-300 nM),-7.087681640160338,3.451986621114969,3.605799616949109,447.7640000000001,4.509580000000002,3,4,104.93,6,True,False,385,False,False,False,True,6.364671466515224,6.707634184464286,0.32282497623291295,-0.020137741716149016,-4.855217421200757,-6.6890879949274415,0.3985936452328964
CC(=O)NC(=O)c1ccc(N(CCC(O)(F)CCC(=O)C(F)(F)F)C2CC2)c(Cl)c1,Trifluoromethyl-ketone,37,1,6.5906380858669,256.66220094443645,Tier 2 (150-300 nM),-7.7512268511413,3.6147878144657284,2.1795508734766957,452.8320000000001,3.544900000000003,2,5,86.71000000000001,9,False,True,23,False,False,False,False,6.0035120446839585,6.824602121444833,0.5871260411829411,-0.23396403557793377,-6.4848224770077705,-6.499454804960025,1.2517720461812747
CC(=O)NC(=O)c1ccc(N[C@@H](CCCC(=O)C(F)(F)F)c2nc(-c3ccccc3F)c[nH]2)cc1,Trifluoromethyl-ketone,36,1,6.529963591187084,295.14566498624373,Tier 2 (150-300 nM),-7.315104193456168,3.3751609877927464,1.9683850246189005,490.45700000000005,4.947000000000003,3,5,103.95000000000002,9,False,True,23,False,False,False,True,6.586126036891925,5.562435315680081,-0.056162445704841524,0.9675282755070027,-5.951816673268966,-5.753854620527022,1.3632875201872023
CNC(=O)c1cc2c(c(O)c1C)CN(C(=O)[C@H](N)Cc1ccc(C(Cl)NC)cc1Cl)C2,alpha-amino-amide,0,57,7.505773009599128,31.20520143705089,Tier 1 (<150 nM),-7.117758278432587,3.795027638708744,2.503814860234933,465.3810000000001,2.5826200000000004,4,5,107.69,6,True,False,59,False,True,False,True,6.74578331864723,6.369904623699864,0.7599896909518984,1.135868385899264,-6.057689552618352,-6.748764311303275,0.36899396712931143
CNC(=O)c1cc2c(c(C)c1C)C(C#N)N(C(=O)[C@H](N)Cc1ccc(C(C)Cl)cc1Cl)C2,alpha-amino-amide,25,1,7.001139838444594,99.73788661748421,Tier 1 (<150 nM),-7.924972064950231,4.0307102813724,2.239005913025734,473.4040000000002,4.0931200000000025,2,4,99.22,5,True,False,59,False,True,False,True,6.140330358709327,6.1657813225280576,0.8608094797352672,0.8353585159165364,-6.099139806809957,-6.610327304704072,1.3146447602461597
CCCNC(Cl)c1c(C)cc(C[C@@H](N)C(=O)N2Cc3ccccc3C2)c(C(Cl)NC)c1F,alpha-amino-amide,43,1,6.858838363825476,138.40814119906634,Tier 1 (<150 nM),-7.879178953706465,4.170261765353535,1.9474697965353804,481.44300000000015,4.240120000000003,3,4,70.39,9,True,False,59,False,False,False,True,6.522183204799897,6.422712128710224,0.33665515902557885,0.4361262351152524,-5.683313921876212,-6.614321426489439,1.2648575272170266
CNc1cc2c(c(CF)c1C)CN(C(=O)[C@H](N)Cc1ccc(O)c(Br)c1Cl)C2,alpha-amino-amide,42,1,6.827294734122304,148.83506651223567,Tier 1 (<150 nM),-7.563591463834332,3.7245081864322236,2.682772899377296,470.7700000000001,4.039920000000003,3,4,78.59,5,False,False,59,False,False,False,True,6.601888233409291,6.274260994719909,0.22540650071301283,0.5530337394023945,-6.106498953026012,-6.309227629871709,1.2543638339626222
